16273 11
 0 -75 -2.07922e-05 0.00022249 0 0 -2.02872e-05 -5.05021e-07 0.0001619 4.92965e-09 6.05854e-05
 0.004 -75.0005 -2.07922e-05 0.00022249 -0.000119049 0 -2.02872e-05 -5.05021e-07 0.0001619 4.92965e-09 6.05854e-05
 0.008 -75.0009 -2.07919e-05 0.00022248 -0.000109384 -1.42858e-08 -2.02869e-05 -5.05021e-07 0.000161892 4.92941e-09 6.05825e-05
 0.012 -75.0013 -2.07914e-05 0.00022247 -0.000107351 -2.74119e-08 -2.02864e-05 -5.0502e-07 0.000161885 4.92918e-09 6.05799e-05
 0.016 -75.0018 -2.07906e-05 0.00022246 -0.000107106 -4.0294e-08 -2.02856e-05 -5.05016e-07 0.000161878 4.92896e-09 6.05772e-05
 0.02 -75.0022 -2.07896e-05 0.000222451 -0.000107439 -5.31467e-08 -2.02846e-05 -5.05011e-07 0.000161871 4.92872e-09 6.05746e-05
 0.024 -75.0026 -2.07884e-05 0.000222441 -0.000107893 -6.60394e-08 -2.02834e-05 -5.05005e-07 0.000161864 4.92849e-09 6.0572e-05
 0.028 -75.0031 -2.07869e-05 0.000222432 -0.000108281 -7.89865e-08 -2.02819e-05 -5.04997e-07 0.000161857 4.92824e-09 6.05693e-05
 0.032 -75.0035 -2.07853e-05 0.000222422 -0.000108539 -9.19803e-08 -2.02803e-05 -5.04988e-07 0.00016185 4.92799e-09 6.05666e-05
 0.036 -75.0039 -2.07835e-05 0.000222412 -0.000108657 -1.05005e-07 -2.02785e-05 -5.04977e-07 0.000161843 4.92774e-09 6.05639e-05
 0.04 -75.0044 -2.07815e-05 0.000222402 -0.000108654 -1.18044e-07 -2.02765e-05 -5.04964e-07 0.000161836 4.92748e-09 6.05612e-05
 0.044 -75.0048 -2.07793e-05 0.000222392 -0.000108554 -1.31082e-07 -2.02744e-05 -5.0495e-07 0.000161829 4.92722e-09 6.05585e-05
 0.048 -75.0052 -2.0777e-05 0.000222383 -0.000108382 -1.44109e-07 -2.02721e-05 -5.04935e-07 0.000161822 4.92695e-09 6.05558e-05
 0.052 -75.0057 -2.07746e-05 0.000222373 -0.00010816 -1.57114e-07 -2.02697e-05 -5.04918e-07 0.000161815 4.92667e-09 6.05531e-05
 0.056 -75.0061 -2.0772e-05 0.000222363 -0.00010791 -1.70094e-07 -2.02671e-05 -5.049e-07 0.000161808 4.9264e-09 6.05504e-05
 0.06 -75.0065 -2.07693e-05 0.000222353 -0.000107644 -1.83043e-07 -2.02645e-05 -5.0488e-07 0.000161801 4.92612e-09 6.05476e-05
 0.064 -75.007 -2.07666e-05 0.000222343 -0.000107376 -1.9596e-07 -2.02617e-05 -5.04859e-07 0.000161794 4.92583e-09 6.05449e-05
 0.068 -75.0074 -2.07637e-05 0.000222334 -0.000107114 -2.08845e-07 -2.02588e-05 -5.04837e-07 0.000161787 4.92554e-09 6.05422e-05
 0.072 -75.0078 -2.07607e-05 0.000222324 -0.000106865 -2.21699e-07 -2.02559e-05 -5.04813e-07 0.00016178 4.92525e-09 6.05395e-05
 0.076 -75.0082 -2.07576e-05 0.000222314 -0.000106632 -2.34523e-07 -2.02528e-05 -5.04788e-07 0.000161773 4.92496e-09 6.05367e-05
 0.08 -75.0087 -2.07545e-05 0.000222304 -0.000106418 -2.47319e-07 -2.02497e-05 -5.04761e-07 0.000161766 4.92466e-09 6.0534e-05
 0.084 -75.0091 -2.07512e-05 0.000222295 -0.000106225 -2.60089e-07 -2.02465e-05 -5.04734e-07 0.000161759 4.92436e-09 6.05313e-05
 0.088 -75.0095 -2.07479e-05 0.000222285 -0.000106054 -2.72836e-07 -2.02432e-05 -5.04705e-07 0.000161752 4.92405e-09 6.05285e-05
 0.092 -75.0099 -2.07446e-05 0.000222275 -0.000105903 -2.85562e-07 -2.02399e-05 -5.04674e-07 0.000161745 4.92374e-09 6.05258e-05
 0.096 -75.0104 -2.07412e-05 0.000222266 -0.000105773 -2.98271e-07 -2.02365e-05 -5.04643e-07 0.000161738 4.92343e-09 6.05231e-05
 0.1 -75.0108 -2.07377e-05 0.000222256 -0.000105662 -3.10963e-07 -2.02331e-05 -5.0461e-07 0.000161731 4.92311e-09 6.05203e-05
 0.104 -75.0112 -2.07342e-05 0.000222246 -0.000105569 -3.23643e-07 -2.02296e-05 -5.04576e-07 0.000161724 4.92279e-09 6.05176e-05
 0.108 -75.0116 -2.07306e-05 0.000222236 -0.000105492 -3.36311e-07 -2.02261e-05 -5.04541e-07 0.000161717 4.92246e-09 6.05148e-05
 0.112 -75.0121 -2.0727e-05 0.000222227 -0.000105431 -3.4897e-07 -2.02225e-05 -5.04505e-07 0.00016171 4.92214e-09 6.05121e-05
 0.116 -75.0125 -2.07234e-05 0.000222217 -0.000105383 -3.61622e-07 -2.02189e-05 -5.04468e-07 0.000161703 4.92181e-09 6.05093e-05
 0.12 -75.0129 -2.07197e-05 0.000222207 -0.000105347 -3.74268e-07 -2.02153e-05 -5.04429e-07 0.000161696 4.92147e-09 6.05065e-05
 0.124 -75.0133 -2.0716e-05 0.000222197 -0.000105322 -3.86909e-07 -2.02116e-05 -5.0439e-07 0.000161689 4.92113e-09 6.05037e-05
 0.128 -75.0137 -2.07122e-05 0.000222188 -0.000105307 -3.99548e-07 -2.02079e-05 -5.04349e-07 0.000161682 4.92079e-09 6.0501e-05
 0.132 -75.0142 -2.07085e-05 0.000222178 -0.000105299 -4.12185e-07 -2.02042e-05 -5.04307e-07 0.000161675 4.92045e-09 6.04982e-05
 0.136 -75.0146 -2.07047e-05 0.000222168 -0.000105298 -4.24821e-07 -2.02004e-05 -5.04264e-07 0.000161668 4.9201e-09 6.04954e-05
 0.14 -75.015 -2.07008e-05 0.000222158 -0.000105303 -4.37457e-07 -2.01966e-05 -5.0422e-07 0.000161661 4.91975e-09 6.04926e-05
 0.144 -75.0154 -2.0697e-05 0.000222149 -0.000105313 -4.50093e-07 -2.01928e-05 -5.04175e-07 0.000161654 4.91939e-09 6.04898e-05
 0.148 -75.0158 -2.06931e-05 0.000222139 -0.000105327 -4.62731e-07 -2.0189e-05 -5.04129e-07 0.000161647 4.91903e-09 6.04869e-05
 0.152 -75.0163 -2.06892e-05 0.000222129 -0.000105344 -4.7537e-07 -2.01851e-05 -5.04082e-07 0.00016164 4.91867e-09 6.04841e-05
 0.156 -75.0167 -2.06853e-05 0.000222119 -0.000105364 -4.88011e-07 -2.01813e-05 -5.04034e-07 0.000161633 4.91831e-09 6.04813e-05
 0.16 -75.0171 -2.06813e-05 0.000222109 -0.000105385 -5.00655e-07 -2.01774e-05 -5.03985e-07 0.000161626 4.91794e-09 6.04784e-05
 0.164 -75.0175 -2.06774e-05 0.000222099 -0.000105407 -5.13301e-07 -2.01735e-05 -5.03935e-07 0.000161619 4.91757e-09 6.04756e-05
 0.168 -75.018 -2.06734e-05 0.000222089 -0.000105429 -5.2595e-07 -2.01695e-05 -5.03884e-07 0.000161612 4.9172e-09 6.04728e-05
 0.172 -75.0184 -2.06694e-05 0.00022208 -0.000105452 -5.38601e-07 -2.01656e-05 -5.03831e-07 0.000161605 4.91682e-09 6.04699e-05
 0.176 -75.0188 -2.06655e-05 0.00022207 -0.000105474 -5.51255e-07 -2.01617e-05 -5.03778e-07 0.000161598 4.91644e-09 6.0467e-05
 0.18 -75.0192 -2.06614e-05 0.00022206 -0.000105496 -5.63912e-07 -2.01577e-05 -5.03724e-07 0.000161591 4.91606e-09 6.04641e-05
 0.184 -75.0196 -2.06574e-05 0.00022205 -0.000105517 -5.76572e-07 -2.01538e-05 -5.03669e-07 0.000161584 4.91567e-09 6.04613e-05
 0.188 -75.0201 -2.06534e-05 0.00022204 -0.000105536 -5.89234e-07 -2.01498e-05 -5.03613e-07 0.000161576 4.91528e-09 6.04584e-05
